,EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
8597,108598,47.0,6.6,2,Human Resources,Female,No,No,2,Sales Executive,Divorced,3.0,316667,10,2,Low,21.0,1,Medium,17.0,5.9,0.35,1,No,Service
8598,108599,36.0,7.79,3,Other,Female,No,Yes,1,Laboratory Technician,Married,3.0,291667,10,3,Very High,10.0,4,High,9.0,5.7,0.4,2,Yes,Service
8601,108602,44.0,6.0,1,Life Sciences,Male,No,No,3,Human Resources,Divorced,1.0,66667,25,4,Very High,3.0,1,Medium,0.0,5.3,0.28,1,Yes,Product
8602,108603,48.0,6.82,4,Life Sciences,Male,No,Yes,1,Sales Executive,Married,3.0,308333,11,3,Medium,19.0,2,Medium,14.0,5.8,0.48,1,Yes,Service
8604,108605,37.0,6.61,5,Marketing,Female,Yes,Yes,2,Research Director,Single,5.0,108333,15,3,Very High,5.0,3,High,0.0,5.2,0.42,2,No,Service
8606,108607,21.0,7.31,5,Marketing,Female,No,No,1,Laboratory Technician,Married,6.0,41667,13,4,Medium,3.0,2,Medium,3.0,5.8,0.55,3,No,Product
8607,108608,53.0,6.3,4,Medical,Female,Yes,No,1,Sales Representative,Single,1.0,433333,24,2,High,23.0,3,High,22.0,3.4,0.23,1,No,Service
8608,108609,39.0,6.78,4,Life Sciences,Male,Yes,Yes,3,Research Director,Single,9.0,58333,25,2,Low,3.0,1,Low,0.0,8.5,0.76,4,No,Product
8609,108610,44.0,7.51,5,Technical Degree,Male,Yes,Yes,1,Sales Representative,Single,3.0,391667,25,4,Medium,21.0,2,Medium,2.0,2.8,0.23,1,Yes,Service
8610,108611,29.0,7.29,1,Marketing,Female,Yes,No,3,Research Scientist,Married,7.0,125000,11,2,Low,5.0,4,Medium,1.0,7.9,0.68,3,No,Service
8611,108612,42.0,7.39,2,Other,Male,Yes,No,4,Research Scientist,Divorced,2.0,133333,7,4,High,5.0,2,Medium,5.0,4.1,0.25,1,No,Service
8612,108613,59.0,7.39,2,Marketing,Female,Yes,No,4,Manufacturing Director,Married,4.0,350000,9,3,High,17.0,3,Low,9.0,4.5,0.39,3,No,Service
8613,108614,31.0,6.45,2,Life Sciences,Female,No,Yes,2,Manufacturing Director,Divorced,3.0,58333,15,4,Low,3.0,2,Medium,2.0,4.0,0.19,2,Yes,Service
8616,108617,59.0,7.4,1,Other,Female,No,No,3,Human Resources,Married,3.0,191667,17,4,Medium,14.0,1,Low,4.0,3.5,0.28,2,Yes,Product
8617,108618,42.0,5.98,4,Technical Degree,Male,Yes,No,3,Research Scientist,Single,7.0,408333,11,4,Very High,21.0,3,Low,19.0,8.9,0.81,3,No,Product
8619,108620,41.0,6.04,1,Life Sciences,Male,Yes,No,4,Manufacturing Director,Divorced,4.0,308333,16,1,Medium,19.0,2,High,19.0,5.1,0.45,2,No,Service
8620,108621,23.0,8.58,4,Technical Degree,Male,No,No,3,Laboratory Technician,Married,7.0,25000,22,4,Very Low,2.0,1,Medium,0.0,6.2,0.57,3,Yes,Service
8621,108622,29.0,2.04,4,Other,Female,No,Yes,1,Manufacturing Director,Married,5.0,100000,12,2,Medium,4.0,4,Medium,4.0,8.0,0.64,2,Yes,Service
8622,108623,53.0,7.32,5,Marketing,Female,No,No,2,Manager,Married,7.0,108333,25,4,Medium,6.0,2,Low,4.0,6.1,0.56,3,No,Service
8625,108626,46.0,7.38,1,Other,Male,Yes,Yes,4,Research Director,Divorced,3.0,75000,13,1,Very High,3.0,1,Low,3.0,6.2,0.45,2,No,Service
8626,108627,60.0,10.41,5,Life Sciences,Female,No,No,4,Sales Representative,Single,5.0,583333,21,3,Very Low,29.0,3,Low,29.0,5.9,0.56,2,No,Product
8627,108628,32.0,7.11,3,Technical Degree,Male,Yes,Yes,4,Healthcare Representative,Married,2.0,16667,25,3,Low,1.0,4,Medium,0.0,6.1,0.38,1,No,Service
8628,108629,39.0,9.88,2,Marketing,Male,No,No,4,Research Scientist,Married,5.0,266667,11,1,Low,13.0,3,Low,2.0,6.3,0.43,2,No,Service
8631,108632,50.0,6.59,3,Medical,Female,No,Yes,1,Healthcare Representative,Single,6.0,416667,14,1,Medium,28.0,1,Low,22.0,6.0,0.58,3,Yes,Service
8632,108633,50.0,7.99,1,Life Sciences,Female,No,No,3,Research Director,Single,4.0,500000,23,2,Very Low,25.0,3,Low,2.0,4.8,0.32,2,No,Service
8633,108634,31.0,9.23,1,Marketing,Male,No,No,1,Laboratory Technician,Divorced,5.0,33333,12,3,High,0.0,2,Medium,0.0,4.4,0.39,3,No,Service
8635,108636,21.0,6.48,5,Marketing,Female,No,Yes,1,Research Scientist,Married,5.0,33333,25,1,Very High,0.0,3,High,0.0,7.3,0.56,2,Yes,Product
8636,108637,44.0,6.19,5,Other,Male,Yes,No,1,Laboratory Technician,Single,3.0,175000,13,1,High,11.0,2,Low,10.0,4.6,0.34,2,No,Service
8639,108640,37.0,6.87,1,Life Sciences,Male,Yes,No,2,Laboratory Technician,Married,2.0,241667,22,3,Very High,14.0,4,Medium,5.0,0.9,0.04,1,Yes,Service
8641,108642,44.0,7.89,3,Technical Degree,Female,Yes,Yes,3,Human Resources,Married,4.0,116667,12,3,Very High,6.0,1,Medium,1.0,5.5,0.39,2,No,Product
8642,108643,55.0,7.83,3,Medical,Male,Yes,Yes,2,Manufacturing Director,Divorced,6.0,191667,24,4,Low,11.0,4,Medium,2.0,5.6,0.52,3,No,Product
8643,108644,53.0,10.98,2,Human Resources,Female,Yes,No,1,Sales Representative,Married,7.0,283333,12,2,Medium,14.0,4,High,2.0,7.6,0.62,3,No,Product
8644,108645,53.0,6.51,4,Life Sciences,Male,Yes,Yes,4,Research Scientist,Married,4.0,308333,12,3,High,19.0,2,High,10.0,6.1,0.42,2,Yes,Service
8646,108647,57.0,10.49,2,Technical Degree,Male,No,No,3,Sales Executive,Single,2.0,175000,22,2,Very Low,11.0,2,High,4.0,0.7,0.01,1,Yes,Service
8647,108648,46.0,10.09,1,Medical,Female,Yes,No,4,Sales Representative,Divorced,2.0,50000,7,4,Very Low,3.0,3,High,3.0,3.4,0.27,0,Yes,Service
8648,108649,40.0,7.18,3,Marketing,Female,Yes,No,4,Sales Executive,Married,7.0,83333,14,4,Very Low,4.0,1,High,0.0,7.4,0.67,4,No,Product
8650,108651,40.0,8.61,4,Medical,Male,No,No,2,Manufacturing Director,Single,8.0,83333,7,1,High,3.0,2,Low,0.0,8.9,0.79,5,Yes,Service
8651,108652,38.0,10.5,3,Human Resources,Female,No,No,4,Human Resources,Divorced,6.0,250000,21,3,Very High,13.0,4,Low,13.0,8.2,0.62,3,No,Service
8652,108653,39.0,7.18,1,Other,Female,Yes,Yes,3,Manager,Single,5.0,25000,23,3,Very High,2.0,1,Low,0.0,4.8,0.39,2,No,Product
8654,108655,39.0,10.4,1,Human Resources,Female,No,Yes,4,Manager,Divorced,5.0,166667,22,2,Medium,9.0,3,Medium,6.0,6.8,0.52,2,No,Product
8655,108656,29.0,6.29,4,Life Sciences,Male,Yes,No,4,Research Director,Single,4.0,58333,13,2,Very High,4.0,2,Medium,1.0,5.8,0.5,3,No,Service
8656,108657,29.0,8.31,4,Other,Female,No,No,4,Sales Executive,Married,4.0,216667,8,3,Very High,8.0,3,Low,4.0,6.1,0.57,2,Yes,Service
8659,108660,48.0,6.71,1,Other,Female,No,Yes,1,Human Resources,Married,4.0,291667,7,1,Low,17.0,4,Medium,13.0,6.4,0.47,2,Yes,Service
8661,108662,59.0,7.32,1,Life Sciences,Female,Yes,Yes,2,Sales Executive,Single,4.0,525000,23,3,Very High,30.0,3,Low,13.0,5.3,0.43,1,Yes,Product
8662,108663,21.0,7.1,4,Medical,Female,No,No,4,Human Resources,Married,7.0,58333,12,4,Very Low,2.0,2,Medium,1.0,7.9,0.79,3,Yes,Product
8663,108664,20.0,7.18,4,Medical,Female,Yes,No,4,Laboratory Technician,Single,7.0,25000,7,2,Very High,0.0,1,High,0.0,7.4,0.52,4,Yes,Product
8667,108668,43.0,7.38,2,Other,Male,No,No,3,Human Resources,Single,5.0,308333,19,4,Very High,16.0,2,Medium,16.0,7.3,0.6,2,No,Service
8668,108669,56.0,7.64,3,Human Resources,Male,Yes,Yes,2,Laboratory Technician,Married,2.0,433333,13,2,Very High,23.0,2,Low,12.0,5.3,0.3,1,No,Service
8669,108670,60.0,10.31,3,Human Resources,Female,No,No,2,Sales Executive,Married,3.0,408333,17,2,Very High,22.0,4,Low,11.0,4.4,0.32,2,Yes,Service
8673,108674,48.0,6.49,3,Human Resources,Female,Yes,No,3,Sales Executive,Single,3.0,16667,11,2,Medium,1.0,1,Low,0.0,3.1,0.18,2,Yes,Product
8674,108675,41.0,6.4,5,Marketing,Female,No,No,3,Manufacturing Director,Divorced,7.0,25000,19,2,Low,1.0,3,Medium,1.0,7.3,0.76,4,No,Service
8675,108676,19.0,7.38,1,Marketing,Male,No,Yes,2,Healthcare Representative,Single,6.0,25000,25,2,Very High,0.0,2,Medium,0.0,6.6,0.61,3,Yes,Product
8677,108678,26.0,7.59,4,Life Sciences,Female,Yes,Yes,3,Manager,Married,3.0,116667,10,3,Medium,4.0,2,Low,4.0,4.0,0.33,2,No,Service
8678,108679,51.0,8.63,4,Medical,Male,No,Yes,2,Healthcare Representative,Single,5.0,66667,25,4,Medium,4.0,4,Medium,1.0,5.9,0.4,2,No,Product
8679,108680,52.0,10.49,4,Marketing,Male,No,Yes,1,Sales Representative,Divorced,4.0,233333,20,1,Medium,17.0,2,Low,1.0,6.7,0.52,1,Yes,Service
8680,108681,39.0,6.06,3,Marketing,Female,No,No,4,Healthcare Representative,Divorced,3.0,225000,13,3,High,10.0,2,Low,6.0,5.3,0.29,1,No,Service
8681,108682,49.0,8.31,1,Human Resources,Male,No,No,3,Research Director,Married,5.0,391667,21,2,Very High,23.0,2,Medium,16.0,7.7,0.61,3,No,Service
8684,108685,49.0,7.38,3,Marketing,Female,No,No,3,Laboratory Technician,Married,6.0,83333,16,3,Low,3.0,2,Medium,3.0,7.4,0.61,3,No,Service
8685,108686,41.0,7.7,4,Marketing,Male,No,Yes,3,Research Scientist,Married,2.0,241667,8,2,Medium,18.0,1,Low,11.0,6.8,0.44,1,Yes,Product
8686,108687,48.0,6.66,1,Medical,Female,No,Yes,4,Healthcare Representative,Married,6.0,241667,7,3,Very High,17.0,3,High,16.0,7.7,0.55,2,No,Product
8688,108689,48.0,8.88,3,Technical Degree,Male,Yes,No,3,Sales Representative,Married,2.0,275000,16,4,Medium,20.0,1,Medium,1.0,2.7,0.16,1,No,Service
8689,108690,24.0,7.99,3,Life Sciences,Male,No,Yes,3,Sales Representative,Married,1.0,16667,18,2,Very High,1.0,3,Medium,1.0,3.4,0.14,1,Yes,Service
8690,108691,31.0,9.8,1,Technical Degree,Male,Yes,No,1,Research Scientist,Married,4.0,116667,23,1,Low,5.0,3,Medium,1.0,7.5,0.58,2,Yes,Service
8692,108693,28.0,6.04,3,Marketing,Female,No,No,1,Sales Representative,Divorced,6.0,158333,17,4,Very Low,6.0,2,High,4.0,6.7,0.63,2,No,Service
8693,108694,44.0,6.33,1,Life Sciences,Male,No,No,4,Research Director,Single,6.0,41667,24,4,High,2.0,2,High,1.0,8.3,0.63,2,No,Service
8694,108695,50.0,7.6,1,Technical Degree,Female,No,No,1,Research Scientist,Married,5.0,366667,16,4,High,23.0,1,High,2.0,5.7,0.46,3,No,Product
8698,108699,37.0,7.0,2,Technical Degree,Female,No,No,1,Laboratory Technician,Married,3.0,50000,17,1,Very High,2.0,1,Medium,1.0,4.6,0.33,2,No,Service
8699,108700,35.0,7.1,1,Human Resources,Male,No,Yes,2,Laboratory Technician,Married,8.0,108333,8,4,Very High,8.0,3,High,1.0,9.1,0.78,4,Yes,Service
8701,108702,49.0,9.22,3,Human Resources,Male,Yes,No,1,Manufacturing Director,Divorced,6.0,508333,24,4,High,25.0,4,Low,11.0,5.8,0.34,3,No,Product
8702,108703,55.0,5.99,5,Marketing,Male,No,No,1,Healthcare Representative,Divorced,8.0,483333,25,4,Medium,24.0,3,High,5.0,8.1,0.68,4,No,Service
8703,108704,44.0,9.4,2,Life Sciences,Female,No,Yes,3,Sales Executive,Married,2.0,391667,13,3,Low,20.0,4,High,17.0,4.2,0.25,1,No,Service
8704,108705,53.0,6.19,1,Marketing,Male,Yes,Yes,4,Manufacturing Director,Divorced,4.0,266667,25,3,Low,19.0,1,Low,15.0,6.2,0.43,2,No,Service
8705,108706,23.0,6.11,4,Marketing,Male,Yes,Yes,1,Research Director,Married,6.0,41667,17,4,High,2.0,4,Low,0.0,4.8,0.43,3,No,Service
8712,108713,29.0,6.65,4,Life Sciences,Female,Yes,Yes,4,Research Director,Single,2.0,41667,24,1,Medium,2.0,3,Low,1.0,5.5,0.32,1,No,Product
8713,108714,53.0,10.4,2,Life Sciences,Male,Yes,No,2,Research Scientist,Single,4.0,425000,24,1,High,22.0,3,High,19.0,5.0,0.38,2,No,Service
8714,108715,26.0,8.39,3,Marketing,Male,Yes,Yes,4,Healthcare Representative,Divorced,5.0,100000,25,2,Medium,4.0,2,High,4.0,5.8,0.39,3,No,Product
8715,108716,57.0,6.2,4,Other,Male,No,Yes,1,Research Scientist,Married,5.0,491667,14,2,Low,28.0,2,Medium,18.0,5.0,0.39,3,Yes,Service
8716,108717,48.0,9.48,5,Life Sciences,Male,No,Yes,4,Laboratory Technician,Divorced,6.0,233333,11,2,Very High,13.0,2,High,7.0,8.7,0.77,3,No,Service
8717,108718,23.0,2.02,1,Technical Degree,Male,Yes,Yes,4,Healthcare Representative,Married,3.0,41667,7,3,High,2.0,1,Low,0.0,3.7,0.32,1,No,Service
8718,108719,42.0,8.13,4,Human Resources,Male,Yes,No,4,Research Scientist,Married,6.0,116667,8,2,Low,5.0,4,High,5.0,5.6,0.48,3,Yes,Service
8719,108720,56.0,7.58,4,Technical Degree,Female,No,Yes,3,Manufacturing Director,Single,9.0,475000,11,3,Low,29.0,1,High,16.0,8.7,0.94,5,Yes,Service
8720,108721,27.0,8.0,3,Marketing,Male,Yes,Yes,1,Laboratory Technician,Married,7.0,58333,17,2,Very High,2.0,3,Medium,2.0,9.2,0.78,3,Yes,Service
8721,108722,60.0,10.7,3,Medical,Female,Yes,No,4,Research Director,Single,8.0,158333,10,4,Medium,8.0,3,Medium,0.0,8.8,0.74,4,Yes,Service
8723,108724,47.0,7.12,2,Human Resources,Female,No,Yes,4,Laboratory Technician,Single,8.0,416667,15,2,Very High,22.0,2,Medium,17.0,7.1,0.72,4,Yes,Service
8724,108725,47.0,7.42,3,Medical,Male,No,Yes,1,Healthcare Representative,Married,6.0,83333,21,2,High,6.0,2,Low,3.0,5.5,0.52,3,No,Service
8725,108726,45.0,6.71,5,Medical,Female,No,Yes,3,Laboratory Technician,Single,4.0,283333,23,3,Very High,14.0,4,Low,8.0,5.3,0.31,2,No,Product
8726,108727,49.0,7.17,5,Other,Female,No,No,1,Human Resources,Single,5.0,33333,20,1,Very Low,0.0,4,Medium,0.0,7.4,0.54,3,No,Service
8727,108728,48.0,8.83,2,Medical,Male,Yes,Yes,3,Laboratory Technician,Married,6.0,25000,20,1,High,0.0,1,Medium,0.0,7.2,0.51,3,Yes,Service
8734,108735,29.0,5.99,4,Other,Male,No,Yes,2,Manager,Married,2.0,16667,18,1,Very High,1.0,4,High,0.0,3.9,0.21,1,No,Service
8736,108737,45.0,6.17,5,Technical Degree,Female,No,No,1,Manufacturing Director,Divorced,5.0,350000,12,3,Medium,17.0,2,Low,10.0,6.2,0.45,3,Yes,Service
8737,108738,45.0,6.09,3,Life Sciences,Male,Yes,Yes,2,Laboratory Technician,Married,2.0,466667,14,4,Low,23.0,1,Medium,10.0,4.7,0.3,1,Yes,Service
8738,108739,37.0,6.51,5,Medical,Female,No,No,3,Laboratory Technician,Married,6.0,25000,13,4,Very Low,1.0,4,Medium,1.0,7.4,0.6,3,No,Service
8741,108742,39.0,6.02,3,Other,Female,Yes,Yes,3,Research Scientist,Divorced,5.0,16667,14,4,Very Low,1.0,4,Medium,0.0,5.6,0.43,3,No,Service
8744,108745,49.0,6.61,5,Other,Female,Yes,No,1,Research Scientist,Married,2.0,325000,24,4,Very High,18.0,1,High,1.0,4.7,0.26,1,Yes,Product
8745,108746,54.0,6.29,2,Medical,Female,Yes,Yes,2,Manager,Single,5.0,250000,8,4,Very High,18.0,3,Low,6.0,3.7,0.3,3,No,Service
8746,108747,42.0,7.08,3,Marketing,Male,Yes,No,4,Sales Representative,Single,3.0,333333,22,1,Low,17.0,2,High,12.0,4.3,0.29,2,No,Service
8748,108749,28.0,10.49,4,Technical Degree,Female,Yes,Yes,4,Sales Representative,Divorced,7.0,50000,19,4,Very High,2.0,3,High,0.0,7.0,0.7,3,No,Service
8749,108750,38.0,6.51,4,Human Resources,Male,Yes,Yes,1,Sales Representative,Married,5.0,258333,16,2,Very High,16.0,2,Low,1.0,4.7,0.36,2,No,Service
8750,108751,57.0,7.91,5,Marketing,Female,Yes,Yes,3,Manager,Single,5.0,250000,21,1,Very High,13.0,4,Low,8.0,4.8,0.43,3,No,Product
8751,108752,37.0,2.09,2,Marketing,Female,Yes,Yes,2,Laboratory Technician,Divorced,5.0,191667,24,1,Very Low,9.0,2,High,6.0,7.0,0.49,2,Yes,Service
8752,108753,31.0,7.91,3,Medical,Male,Yes,No,1,Sales Representative,Single,3.0,116667,8,1,Low,5.0,1,Low,4.0,7.1,0.51,1,No,Service
8753,108754,34.0,6.78,5,Life Sciences,Male,No,No,4,Sales Executive,Divorced,2.0,50000,20,4,Very Low,2.0,1,Low,0.0,3.2,0.15,0,Yes,Service
8754,108755,19.0,6.81,1,Other,Female,No,No,4,Manufacturing Director,Divorced,6.0,16667,16,4,Low,0.0,2,Low,0.0,7.7,0.59,4,No,Product
8759,108760,31.0,6.81,1,Medical,Male,Yes,Yes,3,Human Resources,Married,4.0,158333,20,4,Low,8.0,2,High,2.0,5.8,0.38,2,Yes,Service
8760,108761,35.0,7.08,3,Life Sciences,Female,Yes,Yes,4,Healthcare Representative,Married,8.0,158333,14,1,Medium,7.0,1,Medium,1.0,7.3,0.73,3,No,Product
8761,108762,19.0,7.82,1,Marketing,Female,Yes,Yes,2,Manager,Single,6.0,25000,11,2,Very High,1.0,1,Low,1.0,4.9,0.33,3,No,Service
8762,108763,50.0,7.1,4,Technical Degree,Male,No,Yes,3,Healthcare Representative,Divorced,5.0,33333,17,1,Very High,0.0,3,Low,0.0,6.4,0.57,3,No,Product
8763,108764,31.0,6.73,5,Marketing,Male,Yes,No,1,Research Scientist,Married,2.0,16667,14,2,Low,0.0,4,Medium,0.0,5.0,0.28,1,No,Service
8764,108765,33.0,7.8,1,Life Sciences,Male,No,No,2,Manufacturing Director,Divorced,3.0,16667,22,3,High,1.0,2,Medium,0.0,6.2,0.47,2,No,Service
8766,108767,20.0,6.96,4,Technical Degree,Male,Yes,Yes,3,Human Resources,Single,2.0,25000,12,2,Very High,2.0,1,Medium,1.0,4.0,0.34,0,No,Service
8767,108768,19.0,7.11,2,Marketing,Female,No,No,4,Manager,Single,8.0,25000,19,1,Very Low,0.0,3,Low,0.0,8.6,0.79,4,No,Service
8768,108769,37.0,2.08,3,Medical,Female,Yes,No,2,Laboratory Technician,Married,5.0,233333,16,2,Low,8.0,3,High,0.0,5.4,0.48,2,No,Service
8769,108770,49.0,5.98,5,Marketing,Male,Yes,Yes,1,Manager,Married,4.0,458333,16,1,Very Low,22.0,1,Medium,6.0,5.2,0.43,2,Yes,Service
8774,108775,53.0,6.42,5,Medical,Male,No,No,4,Manager,Divorced,5.0,50000,24,1,Medium,2.0,2,Low,2.0,6.3,0.54,2,Yes,Product
8775,108776,31.0,6.88,5,Other,Female,Yes,Yes,1,Sales Representative,Divorced,6.0,150000,10,4,Low,7.0,4,High,4.0,7.4,0.54,4,Yes,Service
8776,108777,35.0,7.33,2,Marketing,Female,Yes,Yes,1,Human Resources,Single,1.0,175000,13,1,Very Low,10.0,2,High,3.0,0.1,0.03,1,No,Service
8777,108778,52.0,8.68,5,Medical,Male,No,Yes,3,Research Scientist,Divorced,4.0,375000,14,4,Very High,30.0,4,High,21.0,5.2,0.43,3,No,Service
8778,108779,25.0,10.99,2,Human Resources,Female,Yes,No,2,Manufacturing Director,Divorced,8.0,75000,17,1,High,3.0,3,Medium,3.0,5.5,0.51,4,No,Product
8780,108781,46.0,9.71,5,Technical Degree,Male,No,No,3,Sales Representative,Single,4.0,200000,23,3,Very High,16.0,3,High,14.0,7.2,0.54,1,No,Product
8781,108782,60.0,7.06,3,Other,Male,Yes,Yes,3,Laboratory Technician,Married,4.0,275000,18,1,Very High,10.0,4,Medium,5.0,6.0,0.47,3,Yes,Product
8782,108783,50.0,6.73,4,Medical,Female,Yes,Yes,3,Research Scientist,Divorced,2.0,325000,20,1,High,24.0,3,High,22.0,1.4,0.06,1,No,Product
8783,108784,59.0,7.02,5,Medical,Female,Yes,Yes,2,Laboratory Technician,Married,4.0,508333,24,3,Medium,30.0,3,Medium,10.0,3.0,0.22,2,No,Service
8784,108785,45.0,6.22,2,Other,Female,Yes,Yes,2,Manufacturing Director,Single,5.0,175000,9,2,Medium,14.0,2,High,13.0,6.4,0.5,2,No,Service
8785,108786,36.0,6.01,5,Marketing,Male,Yes,Yes,4,Healthcare Representative,Single,3.0,16667,14,3,High,1.0,1,Low,1.0,4.2,0.22,2,Yes,Service
8788,108789,25.0,7.11,3,Marketing,Male,Yes,No,1,Healthcare Representative,Single,3.0,41667,10,1,Low,3.0,3,High,0.0,4.9,0.45,2,No,Product
8789,108790,58.0,6.81,4,Life Sciences,Female,No,No,3,Sales Executive,Divorced,7.0,533333,9,4,Very High,26.0,2,Low,25.0,7.8,0.71,4,No,Service
8790,108791,41.0,6.59,1,Marketing,Male,No,No,1,Healthcare Representative,Divorced,7.0,375000,7,4,Very Low,18.0,1,Low,11.0,6.2,0.59,3,No,Product
8792,108793,42.0,6.18,1,Marketing,Female,No,No,4,Manager,Divorced,8.0,433333,22,2,Very High,21.0,1,Low,14.0,7.8,0.79,4,No,Service
8794,108795,28.0,7.64,5,Human Resources,Male,Yes,Yes,2,Research Scientist,Single,7.0,91667,11,4,Very High,5.0,2,Medium,5.0,6.2,0.56,3,No,Product
8795,108796,49.0,6.16,5,Marketing,Female,Yes,No,1,Research Director,Single,3.0,141667,15,4,Very High,7.0,4,Medium,5.0,3.6,0.3,2,No,Service
8796,108797,58.0,6.62,4,Other,Female,No,No,4,Manager,Divorced,5.0,350000,18,4,Very High,19.0,1,High,14.0,5.6,0.37,2,No,Product
8797,108798,30.0,6.2,2,Technical Degree,Male,No,No,1,Sales Executive,Single,5.0,108333,15,3,Very Low,5.0,1,High,2.0,7.6,0.61,3,No,Service
8798,108799,54.0,7.4,1,Human Resources,Female,Yes,No,2,Manufacturing Director,Married,8.0,308333,24,2,Very High,15.0,2,Low,8.0,5.7,0.53,4,No,Service
8801,108802,38.0,6.81,2,Human Resources,Male,No,Yes,1,Sales Representative,Divorced,3.0,166667,21,4,Very High,6.0,4,Low,6.0,4.1,0.28,1,No,Service
8802,108803,35.0,7.6,4,Technical Degree,Female,Yes,No,4,Research Director,Married,3.0,66667,9,1,High,5.0,4,Low,1.0,6.1,0.38,1,Yes,Product
8803,108804,24.0,7.89,3,Marketing,Female,No,No,4,Manufacturing Director,Single,5.0,58333,11,4,Low,2.0,2,Medium,2.0,4.8,0.41,2,No,Product
8805,108806,37.0,7.82,3,Human Resources,Male,Yes,No,4,Laboratory Technician,Divorced,8.0,91667,18,4,Very High,6.0,4,Low,5.0,7.4,0.67,4,Yes,Service
8807,108808,34.0,7.48,4,Human Resources,Male,Yes,Yes,3,Laboratory Technician,Single,6.0,66667,10,2,Very High,3.0,4,High,3.0,6.0,0.53,3,Yes,Service
8808,108809,37.0,6.92,5,Other,Male,Yes,No,1,Research Scientist,Married,4.0,75000,13,3,Very Low,3.0,4,Low,0.0,5.5,0.36,1,No,Product
8809,108810,34.0,8.7,3,Other,Male,No,No,4,Research Director,Married,3.0,200000,19,3,High,11.0,1,Low,1.0,5.6,0.44,2,No,Service
8810,108811,32.0,7.11,3,Life Sciences,Female,Yes,Yes,1,Research Scientist,Single,1.0,25000,15,4,Very High,1.0,2,Medium,1.0,4.8,0.27,0,No,Service
8811,108812,31.0,7.6,4,Other,Male,No,No,1,Laboratory Technician,Single,4.0,125000,19,3,High,9.0,2,Low,0.0,6.3,0.43,2,Yes,Service
8812,108813,43.0,6.48,4,Life Sciences,Female,No,No,4,Laboratory Technician,Divorced,6.0,208333,10,3,Low,15.0,2,Low,4.0,6.8,0.51,3,Yes,Service
8813,108814,42.0,10.12,3,Human Resources,Female,No,Yes,1,Human Resources,Divorced,6.0,175000,18,2,Very High,11.0,1,High,3.0,6.9,0.64,3,No,Service
8814,108815,37.0,9.13,3,Life Sciences,Male,Yes,No,3,Sales Executive,Divorced,4.0,58333,20,1,Medium,3.0,2,Medium,2.0,5.1,0.3,2,No,Service
8815,108816,47.0,6.03,5,Other,Male,Yes,Yes,1,Human Resources,Single,2.0,341667,19,2,High,22.0,3,Medium,15.0,3.9,0.18,1,Yes,Service
8816,108817,27.0,6.59,5,Medical,Female,Yes,No,3,Healthcare Representative,Single,2.0,75000,14,1,High,3.0,1,Medium,3.0,4.5,0.21,2,No,Product
8817,108818,60.0,6.62,4,Medical,Female,No,Yes,1,Manager,Divorced,4.0,508333,25,2,Very High,27.0,1,High,4.0,7.8,0.6,2,No,Service
8818,108819,49.0,7.8,4,Technical Degree,Female,No,No,3,Manager,Divorced,2.0,458333,23,4,High,28.0,4,High,5.0,3.8,0.28,0,No,Service
8822,108823,19.0,6.31,1,Human Resources,Female,Yes,Yes,2,Research Director,Married,2.0,25000,9,2,High,1.0,1,Low,0.0,4.2,0.29,1,Yes,Product
8824,108825,37.0,6.83,2,Technical Degree,Male,Yes,Yes,1,Sales Executive,Married,6.0,8333,25,4,Medium,0.0,1,Medium,0.0,6.8,0.54,3,No,Service
8825,108826,60.0,6.56,4,Medical,Female,Yes,No,3,Human Resources,Married,4.0,7000000,25,3,Low,36.0,2,High,15.0,5.3,0.48,2,No,Service
8830,108831,55.0,6.93,5,Human Resources,Female,No,Yes,2,Manufacturing Director,Divorced,9.0,500000,16,3,High,27.0,3,Low,4.0,8.0,0.76,4,No,Service
8832,108833,51.0,7.51,3,Medical,Female,Yes,Yes,1,Research Director,Married,2.0,225000,24,4,Very High,16.0,2,Low,13.0,6.5,0.43,1,Yes,Service
8833,108834,43.0,6.78,2,Marketing,Male,No,No,1,Sales Representative,Divorced,4.0,150000,7,4,Very High,9.0,1,High,5.0,6.2,0.4,1,Yes,Service
8834,108835,58.0,6.0,4,Technical Degree,Female,No,Yes,3,Manager,Single,1.0,383333,7,2,Very High,27.0,1,Low,7.0,2.2,0.13,0,Yes,Product
8839,108840,37.0,7.2,2,Human Resources,Male,No,No,2,Manager,Divorced,7.0,225000,18,2,High,15.0,1,Medium,12.0,7.5,0.62,3,No,Service
8840,108841,56.0,9.4,3,Life Sciences,Female,Yes,No,1,Research Director,Married,4.0,116667,22,1,Very Low,6.0,3,Medium,6.0,5.9,0.37,2,No,Product
8843,108844,45.0,10.01,4,Technical Degree,Male,Yes,Yes,3,Manager,Single,4.0,458333,23,4,Low,23.0,4,High,23.0,5.9,0.38,2,No,Product
